country,emb_0,emb_1,emb_2,emb_3
KN,-0.8402747784676595,-0.6882484212224924,-1.1387195511719541,1.4493885444842218
KR,-1.8012391462912134,-0.02562452796721829,0.5234887490703205,0.03470860433458191
KW,-2.211801110452012,-0.0676307132507055,1.057844637807292,-0.5280904189557686
KY,-2.4547380257760523,0.14971246628218035,1.7588798367363472,-0.060852870485387636
KZ,-0.8127249424080072,-0.4321537784360166,-0.18851981833044384,0.3357975615974781
LA,1.330334332816318,-0.2468316648531434,-0.653932181874063,0.13636383945192396
LB,-0.6591908016211265,-0.002031286875345696,0.30295291998059576,-1.3650146291246448
LC,0.0005979173294959519,-0.5589803016018634,-1.0548622773526999,1.2792780139689117
LK,0.481633929921376,-0.47650983659590257,-1.364350129384388,1.2022791127692454
LR,3.9227345874905524,1.0255713081599254,1.2943399089326235,-0.7288616122893875
LS,1.8439914131050545,0.016666134977461246,0.3453469979698564,0.3791649482361351
LT,-1.4204122174808136,-0.3942878621822171,0.0297286325622852,0.3634578380204597
LU,-3.7242177463653308,0.39112763523016497,2.8153586476035226,1.7330742693005428
LV,-1.3072226667938796,-0.4445790964609172,-0.16477257237711387,0.17795918857975376
LY,-0.45067489034215896,-0.15692087088242637,0.5203433589712012,-0.9883878874501525
MA,0.1600383933540745,-0.3273151026528622,-0.504146300931441,-0.5503458642007824
MD,0.11041386516401346,-0.4877311743948662,-1.0470220115414532,0.4429402703968786
ME,-0.7296689589981213,-0.4369465521151692,-0.25420787555063556,-0.12597321753822716
MG,3.636138293993581,0.5994764854361035,0.7918055962681818,0.20043708231853427
MH,0.11765401080055078,-0.06846001905689372,-0.4089395701270298,-1.1491393520415016
MK,-0.27619584024759186,-0.337674090631726,-0.28987907989767503,-0.13334736658133117
ML,3.7006127747582815,0.5875758593641366,0.4245598129932742,0.11874736321353506
MM,2.176047223997357,0.10180010100221419,-0.40390784777012884,0.4006094211992251
MN,-0.18217859231525135,-0.2977916928528515,-0.3469256188659439,-0.5356736455540188
MO,-4.388802845009794,10.85487209587592,-1.1220228291025924,0.8108959857133854
MR,2.68179344710027,0.5402310639351563,1.1107263211991458,-0.6072871696028513
MT,-2.2460600626470932,0.5478724569035678,0.6706142571228402,-0.3370509537242593
MU,-0.3693165271416706,-0.2836436910142989,-0.8133027129200894,0.8256647666297406
MV,0.14582806740361542,0.33821687364814773,-0.7547061232802869,0.4943888833641968
MW,4.151605029921821,0.7506720391051795,0.7920907676185401,0.812778172627554
MX,-1.181660902144009,-0.4461297249058505,-0.22019433946968733,-0.5230380337630156
MY,-0.5714367122980544,-0.15555688922990046,0.31206240433093474,-0.4719305049465113
MZ,3.659023059425414,0.6470299331639383,0.8582859268592429,0.08071923205190255
NA,1.0863594265800913,-0.05808193680333346,0.2085316737071229,0.3028298816956528
NE,5.00831556143162,0.9731571867362502,0.9881099186102227,0.4257990043245997
NG,2.3569217195934082,0.5996981755488018,0.8149335657377998,-0.7186795607666558
NI,0.5739210011201853,-0.18522471437663734,-0.465854635869139,-0.3977776599307182
NL,-2.7710097123966064,0.023556323926960745,0.8173358398056126,0.2502685704211512
NO,-2.821961532118976,-0.11092459197301893,1.3213116648590513,1.0802293771638083
NP,0.9781273603683741,0.08385962658123808,-0.3282356550737535,-0.948456169320438
